City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,buka,40.8108,69.1986,5.6299999999999955,39,100,0.53,UZ,1707273380
296,colonia,50.9333,6.95,9.800000000000011,82,100,6.69,DE,1707273380
297,barczewo,53.8306,20.6911,3.259999999999991,82,100,8.32,PL,1707273381
298,paysandu,-32.3214,-58.0756,28.49000000000001,52,14,3.64,UY,1707273118
299,minggang,32.4586,114.0486,-0.8899999999999864,77,93,3.36,CN,1707273381
300,tessaoua,13.7574,7.9874,14.45999999999998,21,67,5.83,NE,1707273381
301,fyodorovka,53.6314,62.7078,-1.8799999999999955,98,100,6.64,KZ,1707273382
302,oranjemund,-28.55,16.4333,17.44999999999999,85,61,2.06,NA,1707273382
303,fale old settlement,-9.3852,-171.2468,26.879999999999995,81,100,10.73,TK,1707273382
304,williams lake,52.1415,-122.1445,-3.089999999999975,86,75,1.54,CA,1707273175
305,rehoboth,-23.3167,17.0833,23.170000000000016,42,97,1.38,NA,1707273383
306,dauphin,51.1494,-100.0502,-2.769999999999982,93,100,4.12,CA,1707273383
307,faya-largeau,17.9257,19.1043,14.180000000000007,29,100,9.09,TD,1707273383
308,smithers,54.7804,-127.1743,-4.670000000000016,86,100,1.03,CA,1707273384
309,minot,48.2325,-101.2963,-0.7300000000000182,86,100,2.57,US,1707273384
310,rovaniemi,66.5,25.7167,-21.180000000000007,84,75,2.06,FI,1707273384
311,corozal,9.3151,-75.2928,23.629999999999995,81,94,5.36,CO,1707273385
312,noumea,-22.2763,166.4572,28.70999999999998,99,100,8.3,NC,1707273385
313,contamana,-7.3333,-75.0167,23.04000000000002,83,23,0.98,PE,1707273385
314,pulandian,39.3953,121.9669,-5.360000000000014,30,0,7.27,CN,1707273385
315,koppa,13.5304,75.3633,22.20999999999998,46,2,1.22,IN,1707273386
316,paita,-5.0892,-81.1144,24.20999999999998,74,65,6.12,PE,1707273386
317,yarmouth,41.7057,-70.2286,0.14999999999997726,87,100,6.26,US,1707273204
318,nguigmi,14.2495,13.1092,15.240000000000009,26,100,6.57,NE,1707273387
319,gorontalo,0.5412,123.0595,30.930000000000007,52,69,1.38,ID,1707273387
320,severo-yeniseyskiy,60.3725,93.0408,-11.069999999999993,97,95,1.66,RU,1707273387
321,mbandaka,0.0487,18.2603,21.920000000000016,66,99,0.74,CD,1707273387
322,dolinsk,47.35,142.8,-9.100000000000023,74,15,1.24,RU,1707273388
323,sisimiut,66.9395,-53.6735,-6.670000000000016,77,100,10.78,GL,1707273388
324,kamaishi,39.2667,141.8833,2.1499999999999773,51,53,0.77,JP,1707273388
325,pecos,31.4229,-103.4932,12.759999999999991,39,100,11.95,US,1707273389
326,mwinilunga,-11.7358,24.4293,14.860000000000014,98,95,1.22,ZM,1707273389
327,colchani,-20.3,-66.9333,8.5,67,62,2.41,BO,1707273389
328,dalianwan,39.0286,121.695,-5.829999999999984,50,0,5.0,CN,1707273390
329,palmer,42.1584,-72.3287,-1.8000000000000114,78,0,0.0,US,1707273337
330,locharbriggs,55.1034,-3.5844,-0.20999999999997954,79,100,0.69,GB,1707273390
331,wakuya,38.5333,141.1333,2.1299999999999955,52,29,1.8,JP,1707273391
332,machali,-34.1833,-70.6667,17.980000000000018,40,0,1.08,CL,1707273391
333,arraial do cabo,-22.9661,-42.0278,23.470000000000027,88,100,1.18,BR,1707273391
334,mahina,-17.5065,-149.489,26.019999999999982,83,75,5.66,PF,1707273391
335,tralee,52.2704,-9.7026,1.829999999999984,86,99,2.13,IE,1707273377
336,las lomitas,-24.7096,-60.593,21.730000000000018,88,100,2.37,AR,1707273392
337,wavre,50.7333,4.6,8.79000000000002,92,75,11.32,BE,1707273392
338,puerto baquerizo moreno,-0.9,-89.6,23.649999999999977,86,31,5.04,EC,1707273149
339,tyukalinsk,55.8732,72.1967,-7.060000000000002,86,100,7.01,RU,1707273393
340,san antonio de pale,-1.4014,5.6325,26.00999999999999,75,65,2.84,GQ,1707273393
341,toliara,-23.35,43.6667,22.420000000000016,91,11,4.39,MG,1707273393
342,yanchep,-31.55,115.6833,30.899999999999977,23,0,3.9,AU,1707273394
343,gallipoli,40.4103,26.6708,13.069999999999993,38,32,2.03,TR,1707273394
344,gamba,-2.65,10.0,24.120000000000005,86,100,1.81,GA,1707273394
345,arkadelphia,34.1209,-93.0538,8.810000000000002,71,0,0.0,US,1707273394
346,los llanos de aridane,28.6585,-17.9182,15.009999999999991,37,0,4.47,ES,1707273395
